experiment,Subject_global,N_train,testMSElabels,testMSElabels_Efron,%trials choose right side,%trials choose complex model,bias (true gen),bias (testMSE),bias (testMSE_Efron),bias (testMAE),bias (testTSE),human_Efron_choiceprobdiff
exp2,78,10.0,0.125,0.10416666666666667,0.5625,0.5416666666666666,0.041666666666666664,0.4166666666666667,0.4375,0.4166666666666667,0.2916666666666667,0.43749999999999994
exp2,78,50.0,0.20833333333333334,0.1875,0.625,0.6458333333333334,0.14583333333333334,0.4375,0.4583333333333333,0.4375,0.4166666666666667,0.45833333333333337
exp2,79,10.0,0.125,0.10416666666666667,0.2708333333333333,0.6041666666666666,0.10416666666666667,0.4791666666666667,0.5,0.4791666666666667,0.3541666666666667,0.49999999999999994
exp2,79,50.0,0.20833333333333334,0.1875,0.4166666666666667,0.5208333333333334,0.020833333333333332,0.3125,0.3333333333333333,0.3125,0.2916666666666667,0.33333333333333337
exp2,80,10.0,0.125,0.10416666666666667,0.4583333333333333,1.0,0.5,0.875,0.8958333333333334,0.875,0.75,0.8958333333333334
exp2,80,50.0,0.20833333333333334,0.1875,0.4791666666666667,1.0,0.5,0.7916666666666666,0.8125,0.7916666666666666,0.7708333333333334,0.8125
exp2,81,10.0,0.125,0.10416666666666667,0.4166666666666667,0.4583333333333333,-0.041666666666666664,0.3333333333333333,0.3541666666666667,0.3333333333333333,0.20833333333333334,0.35416666666666663
exp2,81,50.0,0.20833333333333334,0.1875,0.5625,0.20833333333333334,-0.2916666666666667,0.0,0.020833333333333332,0.0,-0.020833333333333332,0.020833333333333343
exp2,82,10.0,0.125,0.10416666666666667,0.3333333333333333,0.4791666666666667,-0.020833333333333332,0.3541666666666667,0.375,0.3541666666666667,0.22916666666666666,0.375
exp2,82,50.0,0.20833333333333334,0.1875,0.3541666666666667,0.5,0.0,0.2916666666666667,0.3125,0.2916666666666667,0.2708333333333333,0.3125
exp2,83,10.0,0.125,0.10416666666666667,0.5,0.9375,0.4375,0.8125,0.8333333333333334,0.8125,0.6875,0.8333333333333334
exp2,83,50.0,0.20833333333333334,0.1875,0.3958333333333333,0.875,0.375,0.6666666666666666,0.6875,0.6666666666666666,0.6458333333333334,0.6875
exp2,84,10.0,0.125,0.10416666666666667,0.6875,1.0,0.5,0.875,0.8958333333333334,0.875,0.75,0.8958333333333334
exp2,84,50.0,0.20833333333333334,0.1875,0.5,1.0,0.5,0.7916666666666666,0.8125,0.7916666666666666,0.7708333333333334,0.8125
exp2,85,10.0,0.125,0.10416666666666667,0.4791666666666667,0.7708333333333334,0.2708333333333333,0.6458333333333334,0.6666666666666666,0.6458333333333334,0.5208333333333334,0.6666666666666667
exp2,85,50.0,0.20833333333333334,0.1875,0.4166666666666667,0.6666666666666666,0.16666666666666666,0.4583333333333333,0.4791666666666667,0.4583333333333333,0.4375,0.47916666666666663
exp2,86,10.0,0.125,0.10416666666666667,0.4583333333333333,0.6875,0.1875,0.5625,0.5833333333333334,0.5625,0.4375,0.5833333333333334
exp2,86,50.0,0.20833333333333334,0.1875,0.6041666666666666,0.4166666666666667,-0.08333333333333333,0.20833333333333334,0.22916666666666666,0.20833333333333334,0.1875,0.22916666666666669
exp2,87,10.0,0.125,0.10416666666666667,0.4375,0.9166666666666666,0.4166666666666667,0.7916666666666666,0.8125,0.7916666666666666,0.6666666666666666,0.8125
exp2,87,50.0,0.20833333333333334,0.1875,0.4791666666666667,0.6041666666666666,0.10416666666666667,0.3958333333333333,0.4166666666666667,0.3958333333333333,0.375,0.41666666666666663
exp2,88,10.0,0.125,0.10416666666666667,0.5208333333333334,0.7916666666666666,0.2916666666666667,0.6666666666666666,0.6875,0.6666666666666666,0.5416666666666666,0.6875
exp2,88,50.0,0.20833333333333334,0.1875,0.6458333333333334,0.5625,0.0625,0.3541666666666667,0.375,0.3541666666666667,0.3333333333333333,0.375
exp2,89,10.0,0.125,0.10416666666666667,0.6666666666666666,0.9791666666666666,0.4791666666666667,0.8541666666666666,0.875,0.8541666666666666,0.7291666666666666,0.875
exp2,89,50.0,0.20833333333333334,0.1875,0.4791666666666667,0.9583333333333334,0.4583333333333333,0.75,0.7708333333333334,0.75,0.7291666666666666,0.7708333333333334
exp2,90,10.0,0.125,0.10416666666666667,0.5208333333333334,0.0,-0.5,-0.125,-0.10416666666666667,-0.125,-0.25,-0.10416666666666667
exp2,90,50.0,0.20833333333333334,0.1875,0.5625,0.0,-0.5,-0.20833333333333334,-0.1875,-0.20833333333333334,-0.22916666666666666,-0.1875
exp2,91,10.0,0.125,0.10416666666666667,0.4583333333333333,0.5416666666666666,0.041666666666666664,0.4166666666666667,0.4375,0.4166666666666667,0.2916666666666667,0.43749999999999994
exp2,91,50.0,0.20833333333333334,0.1875,0.4166666666666667,0.4375,-0.0625,0.22916666666666666,0.25,0.22916666666666666,0.20833333333333334,0.25
exp2,92,10.0,0.125,0.10416666666666667,0.4791666666666667,0.16666666666666666,-0.3333333333333333,0.041666666666666664,0.0625,0.041666666666666664,-0.08333333333333333,0.062499999999999986
exp2,92,50.0,0.20833333333333334,0.1875,0.5625,0.3333333333333333,-0.16666666666666666,0.125,0.14583333333333334,0.125,0.10416666666666667,0.14583333333333331
exp2,93,10.0,0.125,0.10416666666666667,0.4791666666666667,0.08333333333333333,-0.4166666666666667,-0.041666666666666664,-0.020833333333333332,-0.041666666666666664,-0.16666666666666666,-0.020833333333333343
exp2,93,50.0,0.20833333333333334,0.1875,0.22916666666666666,0.3541666666666667,-0.14583333333333334,0.14583333333333334,0.16666666666666666,0.14583333333333334,0.125,0.16666666666666669
exp2,94,10.0,0.125,0.10416666666666667,0.22916666666666666,0.3125,-0.1875,0.1875,0.20833333333333334,0.1875,0.0625,0.20833333333333331
exp2,94,50.0,0.20833333333333334,0.1875,0.3333333333333333,0.4375,-0.0625,0.22916666666666666,0.25,0.22916666666666666,0.20833333333333334,0.25
exp2,95,10.0,0.125,0.10416666666666667,0.4375,0.9166666666666666,0.4166666666666667,0.7916666666666666,0.8125,0.7916666666666666,0.6666666666666666,0.8125
exp2,95,50.0,0.20833333333333334,0.1875,0.5833333333333334,0.6458333333333334,0.14583333333333334,0.4375,0.4583333333333333,0.4375,0.4166666666666667,0.45833333333333337
exp2,96,10.0,0.125,0.10416666666666667,0.5,0.0,-0.5,-0.125,-0.10416666666666667,-0.125,-0.25,-0.10416666666666667
exp2,96,50.0,0.20833333333333334,0.1875,0.5208333333333334,0.0,-0.5,-0.20833333333333334,-0.1875,-0.20833333333333334,-0.22916666666666666,-0.1875
exp2,97,10.0,0.125,0.10416666666666667,0.3958333333333333,0.4375,-0.0625,0.3125,0.3333333333333333,0.3125,0.1875,0.3333333333333333
exp2,97,50.0,0.20833333333333334,0.1875,0.5,0.5208333333333334,0.020833333333333332,0.3125,0.3333333333333333,0.3125,0.2916666666666667,0.33333333333333337
exp2,98,10.0,0.125,0.10416666666666667,0.3125,0.5,0.0,0.375,0.3958333333333333,0.375,0.25,0.3958333333333333
exp2,98,50.0,0.20833333333333334,0.1875,0.14583333333333334,0.4583333333333333,-0.041666666666666664,0.25,0.2708333333333333,0.25,0.22916666666666666,0.2708333333333333
exp2,99,10.0,0.125,0.10416666666666667,0.5,0.75,0.25,0.625,0.6458333333333334,0.625,0.5,0.6458333333333334
exp2,99,50.0,0.20833333333333334,0.1875,0.5416666666666666,0.6458333333333334,0.14583333333333334,0.4375,0.4583333333333333,0.4375,0.4166666666666667,0.45833333333333337
exp3,100,10.0,0.041666666666666664,0.08333333333333333,0.4375,0.08333333333333333,-0.4166666666666667,0.041666666666666664,0.0,0.041666666666666664,-0.14583333333333334,0.0
exp3,100,50.0,0.0,0.08333333333333333,0.5416666666666666,0.0625,-0.4375,0.0625,-0.020833333333333332,0.0625,-0.20833333333333334,-0.02083333333333333
exp3,101,10.0,0.041666666666666664,0.08333333333333333,0.4583333333333333,0.4375,-0.0625,0.3958333333333333,0.3541666666666667,0.3958333333333333,0.20833333333333334,0.3541666666666667
exp3,101,50.0,0.0,0.08333333333333333,0.5833333333333334,0.2708333333333333,-0.22916666666666666,0.2708333333333333,0.1875,0.2708333333333333,0.0,0.1875
exp3,102,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.625,0.125,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.3958333333333333,0.5416666666666666
exp3,102,50.0,0.0,0.08333333333333333,0.5416666666666666,0.6458333333333334,0.14583333333333334,0.6458333333333334,0.5625,0.6458333333333334,0.375,0.5625
exp3,103,10.0,0.041666666666666664,0.08333333333333333,0.4375,0.08333333333333333,-0.4166666666666667,0.041666666666666664,0.0,0.041666666666666664,-0.14583333333333334,0.0
exp3,103,50.0,0.0,0.08333333333333333,0.3541666666666667,0.4375,-0.0625,0.4375,0.3541666666666667,0.4375,0.16666666666666666,0.3541666666666667
exp3,104,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.625,0.125,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.3958333333333333,0.5416666666666666
exp3,104,50.0,0.0,0.08333333333333333,0.4375,0.8125,0.3125,0.8125,0.7291666666666666,0.8125,0.5416666666666666,0.7291666666666666
exp3,105,10.0,0.041666666666666664,0.08333333333333333,0.4583333333333333,0.4166666666666667,-0.08333333333333333,0.375,0.3333333333333333,0.375,0.1875,0.33333333333333337
exp3,105,50.0,0.0,0.08333333333333333,0.7291666666666666,0.625,0.125,0.625,0.5416666666666666,0.625,0.3541666666666667,0.5416666666666666
exp3,106,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.5416666666666666,0.041666666666666664,0.5,0.4583333333333333,0.5,0.3125,0.4583333333333333
exp3,106,50.0,0.0,0.08333333333333333,0.3333333333333333,0.5,0.0,0.5,0.4166666666666667,0.5,0.22916666666666666,0.4166666666666667
exp3,107,10.0,0.041666666666666664,0.08333333333333333,0.6041666666666666,0.625,0.125,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.3958333333333333,0.5416666666666666
exp3,107,50.0,0.0,0.08333333333333333,0.3958333333333333,0.6041666666666666,0.10416666666666667,0.6041666666666666,0.5208333333333334,0.6041666666666666,0.3333333333333333,0.5208333333333333
exp3,108,10.0,0.041666666666666664,0.08333333333333333,0.3958333333333333,0.2916666666666667,-0.20833333333333334,0.25,0.20833333333333334,0.25,0.0625,0.20833333333333337
exp3,108,50.0,0.0,0.08333333333333333,0.4583333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.75,0.8333333333333334,0.5625,0.75
exp3,109,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.3541666666666667,-0.14583333333333334,0.3125,0.2708333333333333,0.3125,0.125,0.27083333333333337
exp3,109,50.0,0.0,0.08333333333333333,0.4583333333333333,0.2708333333333333,-0.22916666666666666,0.2708333333333333,0.1875,0.2708333333333333,0.0,0.1875
exp3,110,10.0,0.041666666666666664,0.08333333333333333,0.5,0.9791666666666666,0.4791666666666667,0.9375,0.8958333333333334,0.9375,0.75,0.8958333333333333
exp3,110,50.0,0.0,0.08333333333333333,0.4583333333333333,0.4375,-0.0625,0.4375,0.3541666666666667,0.4375,0.16666666666666666,0.3541666666666667
exp3,111,10.0,0.041666666666666664,0.08333333333333333,0.4583333333333333,0.041666666666666664,-0.4583333333333333,0.0,-0.041666666666666664,0.0,-0.1875,-0.041666666666666664
exp3,111,50.0,0.0,0.08333333333333333,0.5416666666666666,0.0,-0.5,0.0,-0.08333333333333333,0.0,-0.2708333333333333,-0.08333333333333333
exp3,112,10.0,0.041666666666666664,0.08333333333333333,0.6041666666666666,0.10416666666666667,-0.3958333333333333,0.0625,0.020833333333333332,0.0625,-0.125,0.020833333333333343
exp3,112,50.0,0.0,0.08333333333333333,0.5625,0.2916666666666667,-0.20833333333333334,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.020833333333333332,0.20833333333333337
exp3,113,10.0,0.041666666666666664,0.08333333333333333,0.4375,0.6666666666666666,0.16666666666666666,0.625,0.5833333333333334,0.625,0.4375,0.5833333333333333
exp3,113,50.0,0.0,0.08333333333333333,0.6041666666666666,0.5833333333333334,0.08333333333333333,0.5833333333333334,0.5,0.5833333333333334,0.3125,0.5
exp3,114,10.0,0.041666666666666664,0.08333333333333333,0.5416666666666666,0.2708333333333333,-0.22916666666666666,0.22916666666666666,0.1875,0.22916666666666666,0.041666666666666664,0.1875
exp3,114,50.0,0.0,0.08333333333333333,0.4375,0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.0625,0.25
exp3,115,10.0,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.625,0.125,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.3958333333333333,0.5416666666666666
exp3,115,50.0,0.0,0.08333333333333333,0.4583333333333333,0.5416666666666666,0.041666666666666664,0.5416666666666666,0.4583333333333333,0.5416666666666666,0.2708333333333333,0.4583333333333333
exp3,116,10.0,0.041666666666666664,0.08333333333333333,0.3958333333333333,0.7916666666666666,0.2916666666666667,0.75,0.7083333333333334,0.75,0.5625,0.7083333333333333
exp3,116,50.0,0.0,0.08333333333333333,0.6458333333333334,0.041666666666666664,-0.4583333333333333,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-0.22916666666666666,-0.041666666666666664
exp3,117,10.0,0.041666666666666664,0.08333333333333333,0.3541666666666667,0.3125,-0.1875,0.2708333333333333,0.22916666666666666,0.2708333333333333,0.08333333333333333,0.22916666666666669
exp3,117,50.0,0.0,0.08333333333333333,0.5,0.5,0.0,0.5,0.4166666666666667,0.5,0.22916666666666666,0.4166666666666667
exp3,118,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.5,0.0,0.4583333333333333,0.4166666666666667,0.4583333333333333,0.2708333333333333,0.4166666666666667
exp3,118,50.0,0.0,0.08333333333333333,0.5625,0.7083333333333334,0.20833333333333334,0.7083333333333334,0.625,0.7083333333333334,0.4375,0.625
exp3,119,10.0,0.041666666666666664,0.08333333333333333,0.5,0.5,0.0,0.4583333333333333,0.4166666666666667,0.4583333333333333,0.2708333333333333,0.4166666666666667
exp3,119,50.0,0.0,0.08333333333333333,0.375,0.5,0.0,0.5,0.4166666666666667,0.5,0.22916666666666666,0.4166666666666667
exp3,120,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.4375,-0.0625,0.3958333333333333,0.3541666666666667,0.3958333333333333,0.20833333333333334,0.3541666666666667
exp3,120,50.0,0.0,0.08333333333333333,0.5208333333333334,0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.0625,0.25
exp3,121,10.0,0.041666666666666664,0.08333333333333333,0.6458333333333334,0.625,0.125,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.3958333333333333,0.5416666666666666
exp3,121,50.0,0.0,0.08333333333333333,0.3958333333333333,0.25,-0.25,0.25,0.16666666666666666,0.25,-0.020833333333333332,0.16666666666666669
exp3,122,10.0,0.041666666666666664,0.08333333333333333,0.625,0.75,0.25,0.7083333333333334,0.6666666666666666,0.7083333333333334,0.5208333333333334,0.6666666666666666
exp3,122,50.0,0.0,0.08333333333333333,0.5208333333333334,0.4166666666666667,-0.08333333333333333,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.14583333333333334,0.33333333333333337
exp3,123,10.0,0.041666666666666664,0.08333333333333333,0.5,0.5833333333333334,0.08333333333333333,0.5416666666666666,0.5,0.5416666666666666,0.3541666666666667,0.5
exp3,123,50.0,0.0,0.08333333333333333,0.4791666666666667,0.5,0.0,0.5,0.4166666666666667,0.5,0.22916666666666666,0.4166666666666667
exp3,124,10.0,0.041666666666666664,0.08333333333333333,0.375,0.3958333333333333,-0.10416666666666667,0.3541666666666667,0.3125,0.3541666666666667,0.16666666666666666,0.3125
exp3,124,50.0,0.0,0.08333333333333333,0.4166666666666667,0.5208333333333334,0.020833333333333332,0.5208333333333334,0.4375,0.5208333333333334,0.25,0.43750000000000006
exp3,125,10.0,0.041666666666666664,0.08333333333333333,0.625,0.6875,0.1875,0.6458333333333334,0.6041666666666666,0.6458333333333334,0.4583333333333333,0.6041666666666666
exp3,125,50.0,0.0,0.08333333333333333,0.5625,0.7708333333333334,0.2708333333333333,0.7708333333333334,0.6875,0.7708333333333334,0.5,0.6875
exp3,126,10.0,0.041666666666666664,0.08333333333333333,0.3333333333333333,0.5416666666666666,0.041666666666666664,0.5,0.4583333333333333,0.5,0.3125,0.4583333333333333
exp3,126,50.0,0.0,0.08333333333333333,0.625,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.3958333333333333,0.5833333333333333
exp3,127,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.5625,0.0625,0.5208333333333334,0.4791666666666667,0.5208333333333334,0.3333333333333333,0.4791666666666667
exp3,127,50.0,0.0,0.08333333333333333,0.4791666666666667,0.3541666666666667,-0.14583333333333334,0.3541666666666667,0.2708333333333333,0.3541666666666667,0.08333333333333333,0.27083333333333337
exp3,128,10.0,0.041666666666666664,0.08333333333333333,0.3958333333333333,0.1875,-0.3125,0.14583333333333334,0.10416666666666667,0.14583333333333334,-0.041666666666666664,0.10416666666666667
exp3,128,50.0,0.0,0.08333333333333333,0.5,0.5,0.0,0.5,0.4166666666666667,0.5,0.22916666666666666,0.4166666666666667
exp3,129,10.0,0.041666666666666664,0.08333333333333333,0.4791666666666667,0.2708333333333333,-0.22916666666666666,0.22916666666666666,0.1875,0.22916666666666666,0.041666666666666664,0.1875
exp3,129,50.0,0.0,0.08333333333333333,0.4791666666666667,0.3958333333333333,-0.10416666666666667,0.3958333333333333,0.3125,0.3958333333333333,0.125,0.3125
exp3,130,10.0,0.041666666666666664,0.08333333333333333,0.375,0.4375,-0.0625,0.3958333333333333,0.3541666666666667,0.3958333333333333,0.20833333333333334,0.3541666666666667
exp3,130,50.0,0.0,0.08333333333333333,0.5,0.4583333333333333,-0.041666666666666664,0.4583333333333333,0.375,0.4583333333333333,0.1875,0.375
exp3,131,10.0,0.041666666666666664,0.08333333333333333,0.4583333333333333,0.375,-0.125,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.14583333333333334,0.2916666666666667
exp3,131,50.0,0.0,0.08333333333333333,0.4791666666666667,0.7291666666666666,0.22916666666666666,0.7291666666666666,0.6458333333333334,0.7291666666666666,0.4583333333333333,0.6458333333333333
exp3,132,10.0,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.8958333333333334,0.3958333333333333,0.8541666666666666,0.8125,0.8541666666666666,0.6666666666666666,0.8125
exp3,132,50.0,0.0,0.08333333333333333,0.5,1.0,0.5,1.0,0.9166666666666666,1.0,0.7291666666666666,0.9166666666666666
exp3,133,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.6458333333333334,0.14583333333333334,0.6041666666666666,0.5625,0.6041666666666666,0.4166666666666667,0.5625
exp3,133,50.0,0.0,0.08333333333333333,0.5208333333333334,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.3958333333333333,0.5833333333333333
exp3,134,10.0,0.041666666666666664,0.08333333333333333,0.3958333333333333,0.041666666666666664,-0.4583333333333333,0.0,-0.041666666666666664,0.0,-0.1875,-0.041666666666666664
exp3,134,50.0,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.0625,0.25
exp3,135,10.0,0.041666666666666664,0.08333333333333333,0.375,0.20833333333333334,-0.2916666666666667,0.16666666666666666,0.125,0.16666666666666666,-0.020833333333333332,0.125
exp3,135,50.0,0.0,0.08333333333333333,0.4375,0.10416666666666667,-0.3958333333333333,0.10416666666666667,0.020833333333333332,0.10416666666666667,-0.16666666666666666,0.020833333333333343
exp3,136,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.5416666666666666,0.041666666666666664,0.5,0.4583333333333333,0.5,0.3125,0.4583333333333333
exp3,136,50.0,0.0,0.08333333333333333,0.5416666666666666,0.0625,-0.4375,0.0625,-0.020833333333333332,0.0625,-0.20833333333333334,-0.02083333333333333
exp3,137,10.0,0.041666666666666664,0.08333333333333333,0.3125,0.6458333333333334,0.14583333333333334,0.6041666666666666,0.5625,0.6041666666666666,0.4166666666666667,0.5625
exp3,137,50.0,0.0,0.08333333333333333,0.4166666666666667,0.5208333333333334,0.020833333333333332,0.5208333333333334,0.4375,0.5208333333333334,0.25,0.43750000000000006
exp3,138,10.0,0.041666666666666664,0.08333333333333333,0.3958333333333333,0.3333333333333333,-0.16666666666666666,0.2916666666666667,0.25,0.2916666666666667,0.10416666666666667,0.25
exp3,138,50.0,0.0,0.08333333333333333,0.5208333333333334,0.2916666666666667,-0.20833333333333334,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.020833333333333332,0.20833333333333337
exp3,139,10.0,0.041666666666666664,0.08333333333333333,0.4583333333333333,0.10416666666666667,-0.3958333333333333,0.0625,0.020833333333333332,0.0625,-0.125,0.020833333333333343
exp3,139,50.0,0.0,0.08333333333333333,0.5208333333333334,0.10416666666666667,-0.3958333333333333,0.10416666666666667,0.020833333333333332,0.10416666666666667,-0.16666666666666666,0.020833333333333343
exp3,140,10.0,0.041666666666666664,0.08333333333333333,0.4791666666666667,0.9583333333333334,0.4583333333333333,0.9166666666666666,0.875,0.9166666666666666,0.7291666666666666,0.875
exp3,140,50.0,0.0,0.08333333333333333,0.5416666666666666,0.9583333333333334,0.4583333333333333,0.9583333333333334,0.875,0.9583333333333334,0.6875,0.875
exp3,141,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.0,-0.5,-0.041666666666666664,-0.08333333333333333,-0.041666666666666664,-0.22916666666666666,-0.08333333333333333
exp3,141,50.0,0.0,0.08333333333333333,0.5625,0.041666666666666664,-0.4583333333333333,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-0.22916666666666666,-0.041666666666666664
exp3,142,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.0,-0.5,-0.041666666666666664,-0.08333333333333333,-0.041666666666666664,-0.22916666666666666,-0.08333333333333333
exp3,142,50.0,0.0,0.08333333333333333,0.5208333333333334,0.14583333333333334,-0.3541666666666667,0.14583333333333334,0.0625,0.14583333333333334,-0.125,0.06250000000000001
exp3,143,10.0,0.041666666666666664,0.08333333333333333,0.6875,0.5416666666666666,0.041666666666666664,0.5,0.4583333333333333,0.5,0.3125,0.4583333333333333
exp3,143,50.0,0.0,0.08333333333333333,0.5208333333333334,0.5208333333333334,0.020833333333333332,0.5208333333333334,0.4375,0.5208333333333334,0.25,0.43750000000000006
exp3,144,10.0,0.041666666666666664,0.08333333333333333,0.5625,0.4375,-0.0625,0.3958333333333333,0.3541666666666667,0.3958333333333333,0.20833333333333334,0.3541666666666667
exp3,144,50.0,0.0,0.08333333333333333,0.5625,0.4375,-0.0625,0.4375,0.3541666666666667,0.4375,0.16666666666666666,0.3541666666666667
exp3,145,10.0,0.041666666666666664,0.08333333333333333,0.5208333333333334,0.8125,0.3125,0.7708333333333334,0.7291666666666666,0.7708333333333334,0.5833333333333334,0.7291666666666666
exp3,145,50.0,0.0,0.08333333333333333,0.4375,0.8541666666666666,0.3541666666666667,0.8541666666666666,0.7708333333333334,0.8541666666666666,0.5833333333333334,0.7708333333333333
exp3,146,10.0,0.041666666666666664,0.08333333333333333,0.4791666666666667,0.3541666666666667,-0.14583333333333334,0.3125,0.2708333333333333,0.3125,0.125,0.27083333333333337
exp3,146,50.0,0.0,0.08333333333333333,0.6041666666666666,0.625,0.125,0.625,0.5416666666666666,0.625,0.3541666666666667,0.5416666666666666
exp3,147,10.0,0.041666666666666664,0.08333333333333333,0.4375,0.5208333333333334,0.020833333333333332,0.4791666666666667,0.4375,0.4791666666666667,0.2916666666666667,0.43750000000000006
exp3,147,50.0,0.0,0.08333333333333333,0.4375,0.5208333333333334,0.020833333333333332,0.5208333333333334,0.4375,0.5208333333333334,0.25,0.43750000000000006
exp3,148,10.0,0.041666666666666664,0.08333333333333333,0.4791666666666667,0.16666666666666666,-0.3333333333333333,0.125,0.08333333333333333,0.125,-0.0625,0.08333333333333333
exp3,148,50.0,0.0,0.08333333333333333,0.4791666666666667,0.1875,-0.3125,0.1875,0.10416666666666667,0.1875,-0.08333333333333333,0.10416666666666667
exp4,149,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,149,50.0,0.041666666666666664,0.0625,0.5625,0.2916666666666667,-0.20833333333333334,0.25,0.22916666666666666,0.2708333333333333,-0.08333333333333333,0.22916666666666669
exp4,150,10.0,0.041666666666666664,0.10416666666666667,0.5208333333333334,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,150,50.0,0.041666666666666664,0.0625,0.5416666666666666,0.125,-0.375,0.08333333333333333,0.0625,0.10416666666666667,-0.25,0.0625
exp4,151,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.125,-0.375,0.08333333333333333,0.020833333333333332,0.0625,-0.2916666666666667,0.02083333333333333
exp4,151,50.0,0.041666666666666664,0.0625,0.5833333333333334,0.22916666666666666,-0.2708333333333333,0.1875,0.16666666666666666,0.20833333333333334,-0.14583333333333334,0.16666666666666666
exp4,152,10.0,0.041666666666666664,0.10416666666666667,0.6458333333333334,0.8958333333333334,0.3958333333333333,0.8541666666666666,0.7916666666666666,0.8333333333333334,0.4791666666666667,0.7916666666666667
exp4,152,50.0,0.041666666666666664,0.0625,0.4791666666666667,0.5208333333333334,0.020833333333333332,0.4791666666666667,0.4583333333333333,0.5,0.14583333333333334,0.45833333333333337
exp4,153,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.041666666666666664,-0.4583333333333333,0.0,-0.0625,-0.020833333333333332,-0.375,-0.0625
exp4,153,50.0,0.041666666666666664,0.0625,0.4583333333333333,0.9375,0.4375,0.8958333333333334,0.875,0.9166666666666666,0.5625,0.875
exp4,154,10.0,0.041666666666666664,0.10416666666666667,0.4375,0.5833333333333334,0.08333333333333333,0.5416666666666666,0.4791666666666667,0.5208333333333334,0.16666666666666666,0.4791666666666667
exp4,154,50.0,0.041666666666666664,0.0625,0.5,0.4791666666666667,-0.020833333333333332,0.4375,0.4166666666666667,0.4583333333333333,0.10416666666666667,0.4166666666666667
exp4,155,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,155,50.0,0.041666666666666664,0.0625,0.6875,0.020833333333333332,-0.4791666666666667,-0.020833333333333332,-0.041666666666666664,0.0,-0.3541666666666667,-0.04166666666666667
exp4,156,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.5416666666666666,0.4791666666666667,0.5208333333333334,0.16666666666666666,0.4791666666666667
exp4,156,50.0,0.041666666666666664,0.0625,0.5833333333333334,0.7708333333333334,0.2708333333333333,0.7291666666666666,0.7083333333333334,0.75,0.3958333333333333,0.7083333333333334
exp4,157,10.0,0.041666666666666664,0.10416666666666667,0.4791666666666667,0.020833333333333332,-0.4791666666666667,-0.020833333333333332,-0.08333333333333333,-0.041666666666666664,-0.3958333333333333,-0.08333333333333334
exp4,157,50.0,0.041666666666666664,0.0625,0.3333333333333333,0.041666666666666664,-0.4583333333333333,0.0,-0.020833333333333332,0.020833333333333332,-0.3333333333333333,-0.020833333333333336
exp4,158,10.0,0.041666666666666664,0.10416666666666667,0.3958333333333333,0.7916666666666666,0.2916666666666667,0.75,0.6875,0.7291666666666666,0.375,0.6875
exp4,158,50.0,0.041666666666666664,0.0625,0.6041666666666666,0.625,0.125,0.5833333333333334,0.5625,0.6041666666666666,0.25,0.5625
